text,label
I need to call my sister later to check in.,0
Summarize the latest news.,1
Zip zap zoom.,0
What’s playing at the cinema?,1
Do you believe in magic?,0
How many steps have I taken today?,1
What’s the first thing on the agenda?,0
Endless cycles of none.,0
I guess we shall see.,0
Navigate home.,1
What’s the weather in Tokyo?,1
Shade the light's dark.,0
I feel like taking a nap.,0
Where are my keys?,0
Order my usual groceries.,1
What's the difference between a crocodile and an alligator?,1
In the edges of middle.,0
How do you feel about this weather?,0
Calculate the square root of 64.,1
Enable Bluetooth.,1
Where’s the nearest gas station?,1
Search for affordable hotels.,1
You know,0
What even is it?,0
Do you think it'll be warm today?,0
Give me the extended weather forecast for this week.,1
Why is this taking so long?,0
I'm not sure I follow your logic.,0
Can you assist with the documents?,0
This pattern is quite intricate.,0
Far and near likewise.,0
Initiate a group call with the sales team.,1
"In sync, out of time.",0
Do you want to join us?,0
What time does the show start?,0
What’s the weather in Paris?,1
Could you pass the pepper?,0
What does the word ‘optimism’ mean?,1
Can you see it now?,0
Let's tidy up later.,0
Find a yoga class nearby.,1
Mark 'buy groceries' as done on my task list.,1
I could really go for some ice cream right now.,0
What’s my next task?,1
How does this sound to you?,0
Create a note titled 'Meeting Summary' and add 'Discussed Q3 goals'.,1
What's the tallest building in the world?,1
A whisper to the beyond.,0
Remind me to buy milk.,1
I'm not really in the mood for that.,0
Add an event to my calendar.,1
"But why, if so?",0
What’s my current location?,1
"If, or, when, but.",0
Envelop the quiet noise.,0
Would you mind closing the door?,0
Presence of an absence.,0
How much time is left on my timer?,1
What is 'beautiful' in Italian?,1
Through pathways untraveled unknown.,0
Remind me to take my vitamins.,1
What does 'eloquent' mean?,1
Are you joining us for lunch?,0
Is it windy outside?,1
How much did I sleep last night?,1
What’s the address of the store?,1
I'm trying to cut down on sugar.,0
I can't wait for my vacation.,0
"Oh, that's interesting.",0
Not typically usual things.,0
Can you taste this?,0
I need to focus on my breathing.,0
Add 'book flight tickets' to my Vacation Packing list.,1
Set an alarm for this time tomorrow.,1
So this is currently,0
"On the flip, reveal.",0
Did you see the game last night?,0
"Bring me the newspaper, please.",0
Through the echoing silence.,0
What's my next medication dose?,1
Help me look for my wallet.,0
Does this look right to you?,0
Remind me to water the plants.,1
Who is the current CEO of Google?,1
"I agree, we should take a break.",0
It's a busy day today.,0
How many planets are in our solar system?,1
Play music from the artist Adele.,1
Remind me about dinner plans.,1
What’s two plus two?,1
Show me my appointments for this afternoon.,1
Transform the constant change.,0
Remind me about the dentist appointment.,1
Perhaps it's time for a change.,0
Play some ambient sounds.,1
Will be processed by LLM.,0
Is that your final answer?,0
What’s the definition of ‘curiosity’?,1
What's this song about?,0
I'm so proud of your achievement.,0
What was that noise I just heard?,0
Set a timer for eight minutes.,1
Is anyone else arriving?,0
Search for the best laptop deals.,1
This line is moving so slowly.,0
I need to debug this code.,0
In circles of straight lines.,0
Can you spare a moment?,0
This is my favorite song!,0
Start a new document titled 'Brainstorm'.,1
What are the seven wonders of the ancient world?,1
Log my sleep hours for tonight.,1
I'm just glad it's over.,0
Tell me the news headlines today.,1
What's the emergency number in this country?,1
Calculate 20% of 150.,1
Differently similar thoughts.,0
Will it rain soon?,0
Will it shift shape?,0
"Heightened low, lowered heights.",0
Cross the uncrossed line.,0
What time does the sun set today?,1
Could you give me some advice on this situation?,0
"Hang up the clothes, please.",0
What a relief that it's finally done.,0
What day of the week will Christmas be on this year?,1
Who needs help?,0
It's a long story.,0
"The world is a strange place, isn't it?",0
What can you do for me?,1
What's the exchange rate for USD to JPY?,1
Confounding clarity all around.,0
If I recall correctly...,0
I'm not sure what to make of that.,0
"Gently harsh, harshly gentle.",0
I'm not sure where we stand.,0
What’s a good recipe for pancakes?,1
Absent presence awaits.,0
"Computer, what's the capital of Brazil?",1
The cat needs to be fed.,0
It's a bit chilly today.,0
Add 'pick up kids from school' to calendar for 3 PM.,1
On the edges of thought.,0
The paradox within.,0
"Someone's knocking, can you see who it is?",0
Easier said than done.,0
Find flight options to Hawaii.,1
What’s she talking about?,0
Solitude within the crowd.,0
Label this timer 'Laundry'.,1
What time are we meeting them?,0
Silence whispers loudly here.,0
Who directed the movie Inception?,1
"Basically, it's like this.",0
Where the silence speaks.,0
Can we watch that movie later?,0
Go beyond beneath it.,0
Take a note: ideas for project X - brainstorming session.,1
Sounds of silence resound.,0
Do you think it'll work?,0
Unknown knowns reveal nothing.,0
Maybe I'll just stay in tonight.,0
Show me my weekly agenda.,1
I need you to help me move this sofa.,0
A shadow's echo.,0
What’s the news in technology?,1
Could you close the window?,0
What is today's date?,1
Order a pizza from Domino's.,1
What's 3 to the power of 4?,1
What comes through?,0
I'm just trying to figure it out.,0
Tell me a story about space.,1
Check today’s weather.,1
Play my workout playlist.,1
A perpetual fleeting permanence.,0
Is it safe to assume?,0
I really hope this works out.,0
What's the traffic like on my way to work?,1
Dim the lights to 50%.,1
Why do you think so?,0
Could you carry this bag?,0
Is there anything left?,0
Yet what is beyond?,0
Echoing in quiet reverberates.,0
What time is my next meeting?,1
"The baby is crying, can you check on her?",0
Can you carry this bag?,0
"It's freezing in here, can someone turn up the heat?",0
"Just the space, it will.",0
"It's a matter of opinion, I suppose.",0
What's the capital of France?,1
How deep is the Mariana Trench?,1
In the absence of presence.,0
What's the score of the football game?,1
What's the meaning of the idiom 'bite the bullet'?,1
Could you pass the salt?,0
I need to find a new recipe for dinner.,0
Amidst the known unknown.,0
Tell me a story.,1
What a mess this room is.,0
"In silence, the loud speak.",0
I need you to sign this document.,0
"Lightly heavy, heavily light.",0
Can you define 'photosynthesis' for me?,1
Check my recent transactions.,1
It’s impossible to say.,0
Add 'research competitors' to my project task list.,1
Convert 50 miles to kilometers.,1
Could you tell me more?,0
Book a hotel in Paris for three nights from June 10th.,1
Set my status to 'Do Not Disturb'.,1
Have you finished reading that book yet?,0
Is this for real?,0
Pass that pillow over here.,0
Blending with the stillness.,0
Is that what you think?,0
Can you some more step forward?,0
Do you want coffee or tea?,0
I'm just thinking out loud.,0
It's lovely to see you!,0
Repository links direct access to your fine-tuned model on having this,0
Persistently ephemeral visions.,0
"Murmur softly, echo loudly.",0
Tell me a fun fact.,1
Remind me to do laundry.,1
Alongside with never.,0
Let me just grab my coat.,0
Seek the cessation seeker.,0
What’s the population of Canada?,1
Search for local coffee shops.,1
Tell me a joke.,1
Where’s the nearest pharmacy?,1
What’s my next flight schedule?,1
Patterns in the random.,0
I wonder if aliens exist.,0
Time's endless beginning now.,0
Remind me to check the mailbox.,1
A timeless piece or not.,0
What is the freezing point of water in Fahrenheit?,1
Colors of invisible shade.,0
What is the significance of the Great Wall of China?,1
Who's going to clean up this mess?,0
Who's coming with us?,0
Call me maybe.,0
Tell me about the planet Mars.,1
Find the nearest gym.,1
That's interesting.,0
What's the recipe for chocolate chip cookies?,1
It's time for a coffee break.,0
"The dog made a mess, could you clean it up?",0
Find a gym membership near me.,1
"In never-ending ends, starting.",0
Can you help me understand these feelings?,0
Do you often think about it?,0
I could do with a holiday.,0
Broadcast a message: 'Dinner is ready'.,1
Is this all there is?,0
"It feels like Monday, even though it's Wednesday.",0
Can you help us tomorrow?,0
Set an alarm for 6:00 AM.,1
Read my unread emails.,1
Help me lift this heavy box.,0
Are we on the agenda?,0
Can you believe that?,0
"I can't find my keys anywhere, can you look?",0
Remind me to call Dad.,1
I'm just spitballing ideas here.,0
Set a meeting for tomorrow afternoon.,1
"I'm feeling really down, can you cheer me up?",0
What does ‘ephemeral’ mean?,1
How long will it take to drive to downtown?,1
Where does the time go?,0
Can you proofread this essay for me?,0
It might work if we try.,0
What’s new in the world?,1
What did you mean by that?,0
Tell me about the history of the Roman Empire.,1
"I'm starving, what's for lunch?",0
Through the thought.,0
Shall they reveal?,0
Glimpse of the invisible echo.,0
Links for access to.,0
Is this a joke?,0
Set a 30-second timer.,1
Read my new messages.,1
I need a ride to the station later.,0
Who’s on the line?,0
Translate ‘thank you’ to German.,1
I'm looking forward to the holidays.,0
What are some synonyms for 'happy'?,1
In the gaze of time.,0
What’s the meaning of ‘ambivalence’?,1
Add a birthday reminder for Mike.,1
This is harder than I thought.,0
Should we go out for dinner?,0
Did you remember to lock the car?,0
I can't seem to get this right.,0
Mind your whispering thoughts.,0
What’s the current exchange rate?,1
That's an interesting perspective.,0
"That's just typical, isn't it?",0
Search for a new blender.,1
Follow through what cannot be.,0
Why do you think it's true?,0
Did you hear about the news?,0
Will you be around?,0
Will this work for you?,0
What's my IP address?,1
Can you find this book?,1
Farther than the nearest.,0
What’s the latest sports update?,1
Let me just think for a moment.,0
Can you make this work?,0
What's my schedule for today?,1
Can you be quiet for a moment?,0
What’s on the itinerary?,1
Turn up the volume.,1
Can we discuss this later?,0
I can't believe it's already November.,0
In plain sight unseen.,0
Search for the nearest coffee shop.,1
Please play some relaxing sounds.,1
Why not later?,0
Just thinking about all the things I need to do.,0
I really need to start exercising more.,0
Set a timer for 5 minutes.,1
Where darkness shows light.,0
In fragments that are whole.,0
"No, I haven't seen your keys.",0
Red yellow blue green.,0
"Whatever, it doesn't matter.",0
How many cups are in a gallon?,1
What’s the translation for ‘house’ in Japanese?,1
Together in separateness here.,0
Remind me about the meeting tomorrow.,1
Check my recent purchases.,1
Unspoken answers question forth.,0
I wonder if they'll have my size.,0
You know what I'm saying?,0
Did you see that coming?,0
Can you pass me that file?,0
Search for a new book to read.,1
Set a countdown timer for 10 seconds.,1
Created within boundaries blurred.,0
"Amidst the chaos, order.",0
Could you grab that for me?,0
Set an alarm for noon tomorrow.,1
This is probably a bad time to ask.,0
"Well, that's that.",0
That's a bit of a stretch.,0
"Wherever, whenever, whatever.",0
What time is the meeting?,1
Do I have any conflicting events on Thursday?,1
"Device, add eggs to the grocery list.",1
What's your favorite color?,0
I'm thinking of painting this room.,0
What is the national animal of Scotland?,1
I wonder if it's going to rain later.,0
Tell me what happened at work today.,0
Does anyone truly know?,0
Both alike in difference.,0
There or somewhere else.,0
Play my favorite playlist.,1
"Actually, I was thinking...",0
Can you taste this and tell me if it needs more salt?,0
What movies are playing near me?,1
I should probably organize my desk.,0
Hello?,0
This is probably not the best idea.,0
How many calories are in an apple?,1
Wait.,0
"Partially whole, entirely parts.",0
Translate ‘fun’ into German.,1
Is 'The Grand Budapest Hotel' a good movie?,1
What’s for breakfast?,0
Tell me more about this topic.,1
Tell me the story of The Three Little Pigs.,1
That was a silly mistake to make.,0
Are you serious right now?,0
"Mhm, uh-huh, yeah.",0
Play today’s top hits.,1
"Ahem, excuse me.",0
Set a timer for 20 minutes.,1
Add an appointment for Friday.,1
An echo’s steadfast solitude.,0
What’s the weather like in Sydney?,1
Remind me to call my friend.,1
Set my phone to silent mode.,0
Small infinities everywhere.,0
It’s not the same anymore.,0
Why did that happen?,0
What a strange dream I had last night.,0
Pass me those papers.,0
It looks like rain today.,0
Resonate within silence alone.,0
Set a reminder for my meeting.,1
Endless beginning starts now.,0
Never anywhere somewhere.,0
Just 'cause I said so.,0
Let's agree to disagree.,0
Do you wish you were anywhere else?,0
Do you think it's true?,0
"The weather is lovely today, isn't it?",0
Who won the Nobel Peace Prize last year?,1
What is the capital of Australia?,1
How do I say 'excuse me' in Korean?,1
Table tends to be.,0
Could you please schedule a meeting?,1
Play the latest episode of my favorite podcast.,1
"Control, alt, delete.",0
Lights and shadows of.,0
Find nearby bookstores.,1
Not found finding found.,0
Forever finite or not.,0
Fragmented in entirety known.,0
Play a meditation track.,1
Remind me about the team meeting in one hour.,1
What flights are available from London to New York tomorrow?,1
"Yieldingly resist, resistant yielding.",0
Thoughts of unthought.,0
Did you hear what happened?,0
Set an alarm for tomorrow.,1
When's the movie starting?,0
You've got to be kidding me.,0
Add a contact number for Emily.,1
"It's always the quiet ones, isn't it?",0
"Because, like, you know, it's just...",0
"Hello, hello, hello, hello.",0
"Okay, so, um, right.",0
What’s the exchange rate for euros?,1
Laughing in motion.,0
Place a reminder for my medication at 8 AM daily.,1
Open the weather app.,1
I should probably check my email.,0
"Life is beautiful, isn't it?",0
I wish you were here.,0
Let's catch up soon.,0
Of whispers in loudness.,0
"It's quite a puzzle, isn't it?",0
Show me top-rated movies.,1
What’s my last transaction?,1
Update my calendar for next week.,1
Log my workout details.,1
What are the current mortgage rates?,1
This is the best pizza I've had in ages.,0
Search for a new workout routine.,1
Could you help me with my car?,0
What’s on my calendar today?,1
How far is the moon from Earth?,1
What are your plans for the weekend?,0
Who wrote 'Pride and Prejudice'?,1
Could you pick that up for me?,0
What's the distance between London and Paris?,1
Create an alarm named 'Workout' for 5 PM on weekdays.,1
What’s the recipe for apple pie?,1
When's the deadline for the project?,1
It's funny how things work out.,0
Can you see the stars?,0
What are you thinking about?,0
Beyond the seen unseen.,0
What’s the stock market update?,1
It’s been a while.,0
Check for new emails.,1
Within the invisible clear.,0
I'm so excited about the concert next week.,0
I wish I knew.,0
Can I borrow an idea?,0
Thrown forward via backwardness.,0
Hmm... that's intriguing.,0
Play the next song in the playlist.,1
"Yet, from what comes.",0
You wouldn't believe what happened.,0
I'm just thinking about the project.,0
Can you light the fireplace?,0
What time does the grocery store close tonight?,1
Ever in not forever.,0
Could you drive me to the mall?,0
Add 'dentist appointment' to my reminders for next Tuesday.,1
I need a reminder for Sarah's birthday next week.,1
I need a shoulder to cry on.,0
The purple monkey dishwasher.,0
Unrevealed mysteries unfold.,0
Play the morning news.,1
Remind me to exercise this evening.,1
I wonder how long this will take.,0
Would you mind if I leave?,0
What's the capital of New Zealand?,1
Can you bake a cake?,0
An echo's silence speaks.,0
Resume the timer.,1
Log my daily water intake.,1
"Captured in freedom, be.",0
Remind me of the doctor's appointment.,1
Could you get me some water?,0
Are you sure about this?,0
What’s the weather like tomorrow?,1
Find podcasts about technology.,1
Remind me to meditate daily.,1
Where did I leave my shoes?,0
Don't forget to buy milk on your way home.,0
"Around the bend, again, and.",0
Beyond the beyond beneath.,0
"That's a very insightful comment, Professor.",0
Time seems to be slipping away.,0
Set a second timer for 10 minutes.,1
It is what it is.,0
Place this on the table.,0
What time is it in Tokyo right now?,1
"Mic check, testing, testing.",0
Give me a quick update on my stocks.,1
What’s my WiFi password?,1
What's 12 times 13?,1
What are we having for dinner?,0
What's the current value of Bitcoin?,1
Spell 'conscientious'.,1
Find a good cleaning service.,1
Why does this matter?,0
Note to self: call the plumber about the sink.,1
Update my phone’s software.,1
What's the UV index today?,1
Do you have any suggestions?,0
Can you explain this?,0
Where's your sense of adventure?,0
You,0
What's the point of all this?,0
Can you fix this?,0
Behind what is seen.,0
What a beautiful morning.,0
Translate 'good morning' into French.,1
Skip this track.,1
Log a task for the project.,1
What's the ETA for my Amazon package?,1
I wonder if I left the stove on.,0
What should I do with my life?,0
I’m pondering life’s mysteries.,0
"Pass the bread, please.",0
Who left the door open?,0
Restart the device.,1
Share my current location with Mike.,1
Could you let me handle this?,0
What’s the best pizza topping?,0
Define 'procrastination'.,1
Why is the sky blue?,0
Does this ring any bells?,0
How about a walk after lunch?,0
I'm hungry.,0
Can you check this document?,0
Faint sounds roaring loudly.,0
Can you join us for dinner?,0
Shut down.,1
Add this song to my 'Workout' playlist.,1
Figuratively literal happening.,0
What's on my schedule for next Monday?,1
Set a reminder for Pilates class.,1
Hmm... maybe later.,0
I apologize.,0
I have a feeling it's going to be a long night.,0
Add 'buy birthday gift for Mom' to my tasks.,1
Tell me a riddle.,1
Am I making any sense?,0
Add sugar to the shopping list.,1
Infinite finite endlessness ceases.,0
"Kind of, sort of, maybe.",0
Start a call with the marketing team.,1
Find synonyms for ‘happy’.,1
Why do you think it's cold?,0
Would you like some coffee?,0
Add a reminder to call the bank.,1
Could you put the kettle on?,0
Could I borrow your coat?,0
In nowhere and everywhere.,0
"One of these days, I'll get around to it.",0
The meaning of,0
What was that actor's name again? It's on the tip of my tongue.,0
Who was Leonardo da Vinci?,1
Isn't that interesting?,0
Does it look right to you?,0
"Just daydreaming, I suppose.",0
What are my reminders?,1
What is it?,0
What's the speed of light?,1
Set my next alarm for 6 PM.,1
What's the GPS location?,1
"Create a shopping list note with apples, bananas, and cherries.",1
Call Sarah Mobile.,1
Set an appointment for next Tuesday.,1
When is the next leap year?,1
Could you move over a bit?,0
I should have worn a warmer jacket.,0
I'm so glad it's Friday.,0
Check for upcoming events.,1
Life is just mysterious.,0
What?,0
Create a new list called 'Vacation Packing'.,1
Summarize the key points of this article.,1
What’s the status of my order?,1
Create a calendar event: 'Dinner with Alex' on Friday at 7.,1
It's just one of those days.,0
Add a new contact in my phone.,1
I need to rest.,0
"This is my stop, I need to get off.",0
Disordered orderly random.,0
Set a reminder for dinner reservations.,1
"Hang on a second, I'm thinking.",0
Enclosed within the thought.,0
What shade of blue is that?,0
What time is sunrise?,1
Start a screen recording.,1
Turn on the smart lights.,1
Could you move this for me?,0
Translate the phrase 'Where is the bathroom?' to German.,1
"Hmm, what should I wear today?",0
What’s my next meeting?,1
Can you recommend a good book to read?,1
How many days until summer?,1
Is the garage door closed?,1
Yet again or not.,0
Can you get me a glass of water?,0
Is my microphone on?,1
Set a timer for two minutes.,1
"Can you pass me the remote, John?",0
"To be, or to not.",0
Remind me to buy milk when I leave the house.,1
My feet are killing me after all that walking.,0
Let's go to the movies on Friday.,0
Are you ready?,0
This coffee tastes a bit off today.,0
Within the stasis evolving.,0
Enveloped by isolated collects.,0
Are we there yet?,0
I'm trying to remember the name of that song.,0
But can you really?,0
Lock the front door.,1
Do you know where my keys are?,0
As yet to be seen.,0
It could be better.,0
Roll a dice.,1
Invisible shades of color.,0
Loud whispers echo softly.,0
Let's have ice cream later.,0
In reflective refracted thought.,0
Alert me to check the oven in 15 minutes.,1
How do you spell ‘magnificent’?,1
Tell me the time in Brazil.,1
My back is killing me.,0
To be or not to be.,0
Is this seat taken?,0
Is it too late?,0
"Could you turn down the music a bit, please?",0
Absorbing the exterior inside.,0
"Hold the door, please!",0
Do we have any milk left?,0
